Code de la commune,Nom de la commune,Nature de la modification,date d'effet ,Code commune associée,Ancien code de la commune
51248,Fère-Champenoise,Fusion (commune absorbante),01-01-1973,51405,
51257,Fontaine-sur-Coole,Fusion (commune absorbée),16-10-1970,51244,
51269,Giffaumont-Champaubert,Fusion (commune absorbante),01-01-1971,51114,
51277,Sainte-Marie-du-Lac-Nuisement,Fusion (commune absorbante),01-01-1969,51408,
51300,Isle-sur-Marne,Fusion (commune absorbée),01-01-1974,51316,
51300,Isle-sur-Marne,Rétablissement,01-01-1983,51316,
51316,Larzicourt-Isle-sur-Marne,Fusion (commune absorbante),01-01-1974,51300,
51316,Larzicourt,Commune se séparant,01-01-1983,51300,
51332,Lucy,Fusion (commune absorbée),01-09-1973,51381,
51335,Maclaunay,Fusion (commune absorbée),01-01-1973,51380,
51380,Montmirail,Fusion (commune absorbante),01-01-1973,51335,
51381,Montmort-Lucy,Fusion (commune absorbante),01-09-1973,51332,
51383,Morains,Fusion (commune absorbée),01-01-1977,51158,
51400,Neuville-sous-Arzillières,Fusion (commune absorbée),01-07-1973,51017,
51401,Neuvillette,Fusion (commune absorbée),30-12-1970,51454,
51405,Normée,Fusion (commune absorbée),01-01-1973,51248,
51408,Nuisement-aux-Bois,Fusion (commune absorbée),01-01-1969,51277,
51454,Reims,Fusion (commune absorbante),30-12-1970,51401,
51494,Sainte-Livière,Fusion (commune absorbée),01-01-1975,52182,
51541,Soilly,Fusion (commune absorbée),01-01-1969,51217,
51575,Toulon-la-Montagne,Fusion (commune absorbée),01-09-1973,51611,
51611,Vert-Toulon,Fusion (commune absorbante),01-09-1973,51575,
51648,Vitry-la-Ville,Fusion (commune absorbante),01-07-1969,51653,
51653,Vouciennes,Fusion (commune absorbée),01-07-1969,51648,
52008,Andelot-Blancheville,Fusion (commune absorbante),01-10-1973,52054,
52009,Andilly-en-Bassigny,Fusion (commune absorbée),01-06-1972,52348,
52009,Andilly-en-Bassigny,Rétablissement,01-01-1984,52348,
52010,Anglus,Fusion (commune absorbée),01-09-1972,52088,
52016,Arbot,Fusion (commune absorbée),15-05-1972,52439,
52016,Arbot,Rétablissement,01-01-1985,52439,
52017,Arc-en-Barrois,Fusion (commune absorbante),01-09-1972,52022,
52017,Arc-en-Barrois,Commune se séparant,01-01-1983,52022,
52018,Argentolles,Fusion (commune absorbée),01-01-1973,52140,
52020,Arnoncourt-sur-Apance,Fusion (commune absorbée),01-09-1973,52273,
52022,Aubepierre-sur-Aube,Fusion (commune absorbée),01-09-1972,52017,
52022,Aubepierre-sur-Aube,Rétablissement,01-01-1983,52017,
52026,Augeville,Fusion (commune absorbée),01-04-1973,52379,
52030,Autigny-le-Petit,Fusion (commune absorbée),01-10-1972,52156,
52030,Autigny-le-Petit,Rétablissement,01-01-1985,52156,
52031,Autreville-sur-la-Renne,Fusion (commune absorbante),01-06-1972,52278,
52031,Autreville-sur-la-Renne,Fusion (commune absorbante),01-06-1972,52451,
52031,Autreville-sur-la-Renne,Fusion (commune absorbante),01-06-1972,52501,
52032,Avrainville,Fusion (commune absorbée),01-08-1972,52497,
52033,Avrecourt,Fusion (commune absorbée),02-06-1972,52332,
52035,Hauts-de-Vingeanne,Fusion (commune absorbante),01-08-1972,52285,
52035,Baissey,Commune se séparant,01-01-1985,52285,
52037,Bannes,Fusion (commune absorbée),01-06-1972,52348,
52037,Bannes,Rétablissement,01-01-1984,52348,
52041,Beaucharmoy,Fusion (commune absorbée),01-04-1973,52400,
52042,Beauchemin,Fusion (commune absorbée),01-08-1972,52432,
52042,Beauchemin,Rétablissement,15-02-1989,52432,
52044,Roches-Bettaincourt,Fusion (commune absorbante),01-02-1973,52430,
52046,Bettoncourt-le-Haut,Fusion (commune absorbée),09-06-1972,52187,
52048,Bienville,Fusion (commune absorbée),01-05-1972,52194,
52049,Biernes,Fusion (commune absorbée),01-01-1973,52140,
52050,Biesles,Fusion (commune absorbante),01-10-1972,52412,
52052,Blaise,Fusion (commune absorbée),01-01-1973,52140,
52054,Blancheville,Fusion (commune absorbée),01-10-1973,52008,
52058,Bologne,Fusion (commune absorbante),01-02-1973,52309,
52058,Bologne,Fusion (commune absorbante),01-02-1973,52434,
52059,Bonnecourt,Fusion (commune absorbée),01-06-1972,52348,
52059,Bonnecourt,Rétablissement,01-01-1984,52348,
52060,Bourbonne-les-Bains,Fusion (commune absorbante),28-12-1972,52215,
52060,Bourbonne-les-Bains,Fusion (commune absorbante),28-12-1972,52527,
52064,Bourmont,Fusion (commune absorbante),01-02-1973,52224,
52068,Braucourt,Fusion (commune absorbée),31-12-1972,52182,
52071,Bressoncourt,Fusion (commune absorbée),01-08-1973,52491,
52073,Breuil-sur-Marne,Fusion (commune absorbée),01-02-1973,52123,
52074,Breuvannes-en-Bassigny,Fusion (commune absorbante),01-11-1972,52139,
52074,Breuvannes-en-Bassigny,Fusion (commune absorbante),01-11-1972,52324,
52077,Broncourt,Fusion (commune absorbée),22-06-1972,52197,
52078,Brottes,Fusion (commune absorbée),01-06-1973,52121,
52080,Brouthières,Fusion (commune absorbée),01-08-1973,52491,
52081,Buchey,Fusion (commune absorbée),01-02-1973,52426,
52083,Champsevraine,Fusion (commune absorbante),01-10-1972,52143,
52086,Buxières-lès-Froncles,Fusion (commune absorbée),01-11-1972,52211,
52088,Ceffonds,Fusion (commune absorbante),01-09-1972,52010,
52088,Ceffonds,Fusion (commune absorbante),01-09-1972,52466,
52094,Chalmessin,Fusion (commune absorbante),01-05-1972,52530,
52094,Vals-des-Tilles,Fusion (commune absorbante),01-04-1973,52261,
52094,Vals-des-Tilles,Fusion (commune absorbante),01-04-1973,52345,
52094,Vals-des-Tilles,Fusion (commune absorbante),01-04-1973,52531,
52096,Chamarandes,Fusion (commune absorbée),01-01-1973,52125,
52098,Chameroy,Fusion (commune absorbée),01-08-1972,52431,
52100,Champcourt,Fusion (commune absorbée),01-01-1973,52140,
52103,Champigny-sous-Varennes,Fusion (commune absorbée),01-08-1972,52504,
52103,Champigny-sous-Varennes,Rétablissement,01-01-1986,52504,
52105,Changey,Fusion (commune absorbée),01-06-1972,52348,
52105,Changey,Rétablissement,01-01-1984,52348,
52108,Charmes,Fusion (commune absorbée),01-06-1972,52348,
52108,Charmes,Rétablissement,01-01-1984,52348,
52111,Charmoilles,Fusion (commune absorbée),01-08-1972,52432,
52112,Charmoy,Fusion (commune absorbée),22-06-1972,52197,
52113,Chassigny-Aisey,Fusion (commune absorbante),01-06-1972,52145,
52113,Chassigny-Aisey,Fusion (commune absorbante),01-06-1972,52170,
52113,Chassigny-Aisey,Fusion (commune absorbante),01-02-1974,52228,
52113,Chassigny,Commune se séparant,01-07-1990,52145,
52113,Chassigny,Commune se séparant,01-07-1990,52170,
52113,Chassigny,Commune se séparant,01-07-1990,52228,
52114,Châteauvillain,Fusion (commune absorbante),28-03-1972,52153,
52114,Châteauvillain,Fusion (commune absorbante),28-03-1972,52192,
52114,Châteauvillain,Fusion (commune absorbante),28-03-1972,52314,
52116,Chatenay-Vaudin,Fusion (commune absorbée),01-06-1972,52348,
52116,Chatenay-Vaudin,Rétablissement,01-01-1984,52348,
52117,Chatoillenot,Fusion (commune absorbée),15-05-1972,52189,
52118,Chatonrupt-Sommermont,Fusion (commune absorbante),08-06-1972,52477,
52121,Chaumont,Fusion (commune absorbante),01-06-1973,52078,
52123,Chevillon,Fusion (commune absorbante),01-02-1973,52073,
52123,Chevillon,Fusion (commune absorbante),01-02-1973,52478,
52124,Chézeaux,Fusion (commune absorbée),01-08-1972,52504,
52125,Chamarandes-Choignes,Fusion (commune absorbante),01-01-1973,52096,
52126,Choilley-Dardenay,Fusion (commune absorbante),01-02-1973,52166,
52128,Cirey-lès-Mareilles,Fusion (commune absorbante),01-01-1969,52343,
52139,Colombey-lès-Choiseul,Fusion (commune absorbée),01-11-1972,52074,
52140,Colombey-les-Deux-Églises,Fusion (commune absorbante),01-01-1973,52018,
52140,Colombey-les-Deux-Églises,Fusion (commune absorbante),01-01-1973,52049,
52140,Colombey-les-Deux-Églises,Fusion (commune absorbante),01-01-1973,52052,
52140,Colombey-les-Deux-Églises,Fusion (commune absorbante),01-01-1973,52100,
52140,Colombey-les-Deux-Églises,Fusion (commune absorbante),01-01-1973,52238,
52140,Colombey-les-Deux-Églises,Fusion (commune absorbante),01-01-1973,52279,
52140,Colombey-les-Deux-Églises,Fusion (commune absorbante),01-01-1973,52404,
52143,Corgirnon,Fusion (commune absorbée),01-10-1972,52083,
52144,Corlée,Fusion (commune absorbée),01-09-1972,52269,
52145,Coublanc,Fusion (commune absorbée),01-06-1972,52113,
52145,Coublanc,Rétablissement,01-07-1990,52113,
52148,Courcelles-sur-Aujon,Fusion (commune absorbée),01-08-1972,52450,
52150,Courcelles-Val-d'Esnoms,Fusion (commune absorbée),15-05-1972,52189,
52153,Créancey,Fusion (commune absorbée),28-03-1972,52114,
52154,Crenay,Fusion (commune absorbée),01-11-1972,52205,
52156,Curel-Autigny,Fusion (commune absorbante),01-10-1972,52030,
52156,Curel,Commune se séparant,01-01-1985,52030,
52158,Cusey,Fusion (commune absorbante),01-05-1972,52382,
52163,Dampierre,Fusion (commune absorbée),01-06-1972,52348,
52163,Dampierre,Rétablissement,01-01-1984,52348,
52166,Dardenay,Fusion (commune absorbée),01-02-1973,52126,
52170,Dommarien,Fusion (commune absorbée),01-06-1972,52113,
52170,Dommarien,Rétablissement,01-07-1990,52113,
52173,Domremy-Landéville,Fusion (commune absorbante),01-12-1972,52263,
52176,Donnemarie,Fusion (commune absorbée),01-06-1972,52353,
52177,Doulaincourt-Saucourt,Fusion (commune absorbante),01-05-1972,52462,
52178,Blaiserives,Fusion (commune absorbante),20-06-1972,52533,
52182,Éclaron-Braucourt,Fusion (commune absorbante),31-12-1972,52068,
52182,Éclaron-Braucourt-Sainte-Livière,Fusion (commune absorbante),01-01-1975,51494,
52186,Épinant,Fusion (commune absorbée),02-06-1972,52332,
52187,Épizon,Fusion (commune absorbante),09-06-1972,52046,
52188,Ériseul,Fusion (commune absorbée),01-08-1972,52450,
52189,Val-d'Esnoms,Fusion (commune absorbante),15-05-1972,52117,
52189,Val-d'Esnoms,Fusion (commune absorbante),15-05-1972,52150,
52191,Essey-les-Eaux,Fusion (commune absorbée),01-06-1972,52353,
52192,Essey-les-Ponts,Fusion (commune absorbée),28-03-1972,52114,
52194,Eurville-Bienville,Fusion (commune absorbante),01-05-1972,52048,
52197,Fayl-la-Forêt,Fusion (commune absorbante),22-06-1972,52077,
52197,Fayl-la-Forêt,Fusion (commune absorbante),22-06-1972,52112,
52202,Flornoy,Fusion (commune absorbée),01-08-1972,52497,
52205,Foulain,Fusion (commune absorbante),01-11-1972,52154,
52205,Foulain,Fusion (commune absorbante),01-11-1972,52297,
52205,Foulain,Commune se séparant,01-02-1979,52297,
52207,Frécourt,Fusion (commune absorbée),01-06-1972,52348,
52207,Frécourt,Rétablissement,01-01-1984,52348,
52209,Fresnoy-en-Bassigny,Fusion (commune absorbée),01-04-1973,52377,
52210,Frettes,Fusion (commune absorbée),01-07-1974,70122,
52211,Froncles-Buxières,Fusion (commune absorbante),01-11-1972,52086,
52211,Froncles,Fusion (commune absorbante),01-12-1974,52409,
52215,Genrupt,Fusion (commune absorbée),28-12-1972,52060,
52223,Gilley,Fusion (commune absorbée),01-08-1972,52406,
52223,Gilley,Rétablissement,01-01-1986,52406,
52224,Gonaincourt,Fusion (commune absorbée),01-02-1973,52064,
52226,Gourzon,Fusion (commune absorbée),01-01-1973,52265,
52228,Grandchamp,Fusion (commune absorbée),01-02-1974,52113,
52228,Grandchamp,Rétablissement,01-07-1990,52113,
52230,Gudmont-Villiers,Fusion (commune absorbante),01-09-1972,52537,
52236,Harméville,Fusion (commune absorbée),01-09-1972,52288,
52238,Harricourt,Fusion (commune absorbée),01-01-1973,52140,
52240,Heuilley-le-Grand,Fusion (commune absorbée),18-05-1972,52374,
52240,Heuilley-le-Grand,Rétablissement,01-01-1992,52374,
52242,Haute-Amance,Fusion (commune absorbante),01-11-1972,52435,
52242,Haute-Amance,Fusion (commune absorbante),17-05-1972,52333,
52242,Haute-Amance,Fusion (commune absorbante),17-05-1972,52496,
52246,Humes-Jorquenay,Fusion (commune absorbante),01-02-1973,52252,
52251,Jonchery,Fusion (commune absorbante),01-01-1973,52259,
52251,Jonchery,Fusion (commune absorbante),01-01-1973,52460,
52252,Jorquenay,Fusion (commune absorbée),01-02-1973,52246,
52257,Laferté-sur-Amance,Fusion (commune absorbante),01-10-1972,52390,
52257,Laferté-sur-Amance,Fusion (commune absorbante),01-10-1972,52513,
52257,Laferté-sur-Amance,Commune se séparant,01-01-1985,52390,
52257,Laferté-sur-Amance,Commune se séparant,01-01-1985,52513,
52259,Laharmand,Fusion (commune absorbée),01-01-1973,52251,
52261,Lamargelle-aux-Bois,Fusion (commune absorbée),01-04-1973,52094,
52263,Landéville,Fusion (commune absorbée),01-12-1972,52173,
52265,Bayard-sur-Marne,Fusion (commune absorbante),01-01-1973,52226,
52265,Bayard-sur-Marne,Fusion (commune absorbante),01-01-1973,52408,
52266,Laneuville-à-Rémy,Fusion (commune absorbée),01-09-1972,52427,
52268,Laneuville-au-Bois,Fusion (commune absorbée),01-09-1972,52288,
52269,Langres,Fusion (commune absorbante),01-09-1972,52144,
52270,Lannes,Fusion (commune absorbée),01-08-1972,52432,
52273,Larivière-Arnoncourt,Fusion (commune absorbante),01-09-1973,52020,
52274,Latrecey-Ormoy-sur-Aube,Fusion (commune absorbante),01-11-1972,52368,
52278,Lavilleneuve-au-Roi,Fusion (commune absorbée),01-06-1972,52031,
52279,Lavilleneuve-aux-Fresnes,Fusion (commune absorbée),01-01-1973,52140,
52280,Lecey,Fusion (commune absorbée),01-06-1972,52348,
52280,Lecey,Rétablissement,01-01-1984,52348,
52281,Lécourt,Fusion (commune absorbée),02-06-1972,52332,
52283,Lénizeul,Fusion (commune absorbée),09-03-1974,52332,
52285,Leuchey,Fusion (commune absorbée),01-08-1972,52035,
52285,Leuchey,Rétablissement,01-01-1985,52035,
52288,Lezéville,Fusion (commune absorbante),01-09-1972,52236,
52288,Lezéville,Fusion (commune absorbante),01-09-1972,52268,
52292,Vallinot,Fusion (commune absorbante),06-06-1972,52381,
52297,Luzy-sur-Marne,Fusion (commune absorbée),01-11-1972,52205,
52297,Luzy-sur-Marne,Rétablissement,01-02-1979,52205,
52299,Maconcourt,Fusion (commune absorbée),01-12-1972,52456,
52309,Marault,Fusion (commune absorbée),01-02-1973,52058,
52311,Marcilly-Plesnoy,Fusion (commune absorbante),01-01-1973,52392,
52311,Marcilly-en-Bassigny,Commune se séparant,01-01-1988,52392,
52314,Marmesse,Fusion (commune absorbée),28-03-1972,52114,
52317,Maulain,Fusion (commune absorbée),02-06-1972,52332,
52324,Meuvy,Fusion (commune absorbée),01-11-1972,52074,
52329,Montesson,Fusion (commune absorbée),01-09-1972,52388,
52332,Val-de-Meuse,Fusion (commune absorbante),02-06-1972,52033,
52332,Val-de-Meuse,Fusion (commune absorbante),02-06-1972,52186,
52332,Val-de-Meuse,Fusion (commune absorbante),02-06-1972,52281,
52332,Val-de-Meuse,Fusion (commune absorbante),02-06-1972,52317,
52332,Val-de-Meuse,Fusion (commune absorbante),02-06-1972,52410,
52332,Val-de-Meuse,Fusion (commune absorbante),02-06-1972,52417,
52332,Val-de-Meuse,Fusion (commune absorbante),02-06-1972,52418,
52332,Val-de-Meuse,Fusion (commune absorbante),02-06-1972,52465,
52332,Val-de-Meuse,Fusion (commune absorbante),09-03-1974,52283,
52333,Montlandon,Fusion (commune absorbée),17-05-1972,52242,
52334,Montormentier,Fusion (commune absorbée),25-02-1971,52382,
52335,Montot-sur-Rognon,Fusion (commune absorbée),18-05-1972,52420,
52335,Montot-sur-Rognon,Rétablissement,01-01-1983,52420,
52339,Montsaon,Fusion (commune absorbée),27-06-1972,52469,
52343,Morteau,Fusion (commune absorbée),01-01-1969,52128,
52345,Musseau,Fusion (commune absorbée),01-04-1973,52094,
52348,Val-de-Gris,Fusion (commune absorbante),01-06-1972,52009,
52348,Val-de-Gris,Fusion (commune absorbante),01-06-1972,52037,
52348,Val-de-Gris,Fusion (commune absorbante),01-06-1972,52059,
52348,Val-de-Gris,Fusion (commune absorbante),01-06-1972,52105,
52348,Val-de-Gris,Fusion (commune absorbante),01-06-1972,52108,
52348,Val-de-Gris,Fusion (commune absorbante),01-06-1972,52116,
52348,Val-de-Gris,Fusion (commune absorbante),01-06-1972,52163,
52348,Val-de-Gris,Fusion (commune absorbante),01-06-1972,52207,
52348,Val-de-Gris,Fusion (commune absorbante),01-06-1972,52280,
52348,Val-de-Gris,Fusion (commune absorbante),01-06-1972,52363,
52348,Val-de-Gris,Fusion (commune absorbante),01-06-1972,52397,
52348,Neuilly-l'Évêque,Commune se séparant,01-01-1984,52009,
52348,Neuilly-l'Évêque,Commune se séparant,01-01-1984,52037,
52348,Neuilly-l'Évêque,Commune se séparant,01-01-1984,52059,
52348,Neuilly-l'Évêque,Commune se séparant,01-01-1984,52105,
52348,Neuilly-l'Évêque,Commune se séparant,01-01-1984,52108,
52348,Neuilly-l'Évêque,Commune se séparant,01-01-1984,52116,
52348,Neuilly-l'Évêque,Commune se séparant,01-01-1984,52163,
52348,Neuilly-l'Évêque,Commune se séparant,01-01-1984,52207,
52348,Neuilly-l'Évêque,Commune se séparant,01-01-1984,52280,
52348,Neuilly-l'Évêque,Commune se séparant,01-01-1984,52363,
52348,Neuilly-l'Évêque,Commune se séparant,01-01-1984,52397,
52353,Nogent,Fusion (commune absorbante),01-06-1972,52176,
52353,Nogent,Fusion (commune absorbante),01-06-1972,52191,
52353,Nogent,Fusion (commune absorbante),01-06-1972,52361,
52354,Noidant-Chatenoy,Fusion (commune absorbée),18-05-1972,52374,
52354,Noidant-Chatenoy,Rétablissement,01-01-1992,52374,
52359,Nully-Trémilly,Fusion (commune absorbante),01-12-1972,52495,
52359,Nully,Commune se séparant,01-01-2005,52495,
52361,Odival,Fusion (commune absorbée),01-06-1972,52353,
52363,Orbigny-au-Val,Fusion (commune absorbée),01-06-1972,52348,
52363,Orbigny-au-Val,Rétablissement,01-01-1984,52348,
52368,Ormoy-sur-Aube,Fusion (commune absorbée),01-11-1972,52274,
52374,Hauts-Vals-sous-Nouroy,Fusion (commune absorbante),18-05-1972,52240,
52374,Hauts-Vals-sous-Nouroy,Fusion (commune absorbante),18-05-1972,52354,
52374,Hauts-Vals-sous-Nouroy,Fusion (commune absorbante),18-05-1972,52375,
52374,Hauts-Vals-sous-Nouroy,Fusion (commune absorbante),18-05-1972,52539,
52374,Pailly,Commune se séparant,01-01-1992,52240,
52374,Pailly,Commune se séparant,01-01-1992,52354,
52374,Pailly,Commune se séparant,01-01-1992,52375,
52374,Pailly,Commune se séparant,01-01-1992,52539,
52375,Palaiseul,Fusion (commune absorbée),18-05-1972,52374,
52375,Palaiseul,Rétablissement,01-01-1992,52374,
52377,Parnoy-en-Bassigny,Fusion (commune absorbante),01-04-1973,52209,
52379,Pautaines-Augeville,Fusion (commune absorbante),01-04-1973,52026,
52381,Percey-le-Pautel,Fusion (commune absorbée),06-06-1972,52292,
52382,Percey-sous-Montormentier,Fusion (commune absorbante),25-02-1971,52334,
52382,Percey-sous-Montormentier,Fusion (commune absorbée),01-05-1972,52158,
52383,Perrancey-les-Vieux-Moulins,Fusion (commune absorbante),01-02-1973,52521,
52384,Perrogney-les-Fontaines,Fusion (commune absorbante),01-09-1972,52389,
52387,Piépape,Fusion (commune absorbée),01-08-1972,52529,
52388,Pierremont-sur-Amance,Fusion (commune absorbante),01-09-1972,52329,
52389,Pierrefontaines,Fusion (commune absorbée),01-09-1972,52384,
52390,Pisseloup,Fusion (commune absorbée),01-10-1972,52257,
52390,Pisseloup,Rétablissement,01-01-1985,52257,
52392,Plesnoy,Fusion (commune absorbée),01-01-1973,52311,
52392,Plesnoy,Rétablissement,01-01-1988,52311,
52394,Poinson-lès-Fayl,Fusion (commune absorbée),01-08-1972,52406,
52394,Poinson-lès-Fayl,Rétablissement,01-01-1986,52406,
52397,Poiseul,Fusion (commune absorbée),01-06-1972,52348,
52397,Poiseul,Rétablissement,01-01-1984,52348,
52400,Châtelet-sur-Meuse,Fusion (commune absorbante),01-04-1973,52041,
52402,Prangey,Fusion (commune absorbée),01-08-1972,52529,
52404,Pratz,Fusion (commune absorbée),01-01-1973,52140,
52406,Saint-Pérégrin-sur-Vannon,Fusion (commune absorbante),01-08-1972,52223,
52406,Saint-Pérégrin-sur-Vannon,Fusion (commune absorbante),01-08-1972,52394,
52406,Saint-Pérégrin-sur-Vannon,Fusion (commune absorbante),01-08-1972,52467,
52406,Saint-Pérégrin-sur-Vannon,Fusion (commune absorbante),01-08-1972,52493,
52406,Saint-Pérégrin-sur-Vannon,Fusion (commune absorbante),01-08-1972,52503,
52406,Saint-Pérégrin-sur-Vannon,Fusion (commune absorbante),01-08-1972,52546,
52406,Pressigny,Commune se séparant,01-01-1986,52223,
52406,Pressigny,Commune se séparant,01-01-1986,52394,
52406,Pressigny,Commune se séparant,01-01-1986,52467,
52406,Pressigny,Commune se séparant,01-01-1986,52493,
52406,Pressigny,Commune se séparant,01-01-1986,52503,
52406,Pressigny,Commune se séparant,01-01-1986,52546,
52408,Prez-sur-Marne,Fusion (commune absorbée),01-01-1973,52265,
52409,Provenchères-sur-Marne,Fusion (commune absorbée),01-12-1974,52211,
52410,Provenchères-sur-Meuse,Fusion (commune absorbée),02-06-1972,52332,
52412,Puits-des-Mèzes,Fusion (commune absorbée),01-10-1972,52050,
52413,Rachecourt-Suzémont,Fusion (commune absorbante),01-01-1969,52485,
52417,Ravennefontaines,Fusion (commune absorbée),02-06-1972,52332,
52418,Récourt,Fusion (commune absorbée),02-06-1972,52332,
52420,Reynel,Fusion (commune absorbante),18-05-1972,52335,
52420,Reynel,Fusion (commune absorbante),18-05-1972,52473,
52420,Reynel,Fusion (commune absorbante),18-05-1972,52523,
52420,Reynel,Commune se séparant,01-01-1983,52335,
52420,Reynel,Commune se séparant,01-01-1983,52473,
52420,Reynel,Commune se séparant,01-01-1983,52523,
52426,Rizaucourt-Buchey,Fusion (commune absorbante),01-02-1973,52081,
52427,Robert-Magny-Laneuville-à-Rémy,Fusion (commune absorbante),01-09-1972,52266,
52430,Roches-sur-Rognon,Fusion (commune absorbée),01-02-1973,52044,
52431,Rochetaillée,Fusion (commune absorbante),01-08-1972,52098,
52432,Rolampont,Fusion (commune absorbante),01-08-1972,52042,
52432,Rolampont,Fusion (commune absorbante),01-08-1972,52111,
52432,Rolampont,Fusion (commune absorbante),01-08-1972,52270,
52432,Rolampont,Fusion (commune absorbante),01-08-1972,52498,
52432,Rolampont,Commune se séparant,15-02-1989,52042,
52434,Roôcourt-la-Côte,Fusion (commune absorbée),01-02-1973,52058,
52435,Rosoy-sur-Amance,Fusion (commune absorbée),01-11-1972,52242,
52439,Rouvres-Arbot,Fusion (commune absorbante),15-05-1972,52016,
52439,Rouvres-sur-Aube,Commune se séparant,01-01-1985,52016,
52441,Rozières,Fusion (commune absorbée),01-09-1972,52479,
52444,Saint-Blin-Semilly,Fusion (commune absorbante),01-08-1972,52468,
52444,Saint-Blin,Commune se séparant,01-01-1997,52468,
52450,Saint-Loup-sur-Aujon,Fusion (commune absorbante),01-08-1972,52148,
52450,Saint-Loup-sur-Aujon,Fusion (commune absorbante),01-08-1972,52188,
52451,Saint-Martin-sur-la-Renne,Fusion (commune absorbée),01-06-1972,52031,
52454,Saint-Michel,Fusion (commune absorbée),01-08-1972,52529,
52456,Saint-Urbain-Maconcourt,Fusion (commune absorbante),01-12-1972,52299,
52458,Santenoge,Fusion (commune absorbée),06-06-1972,52526,
52460,Sarcicourt,Fusion (commune absorbée),01-01-1973,52251,
52462,Saucourt-sur-Rognon,Fusion (commune absorbée),01-05-1972,52177,
52465,Saulxures,Fusion (commune absorbée),02-06-1972,52332,
52466,Sauvage-Magny,Fusion (commune absorbée),01-09-1972,52088,
52467,Savigny,Fusion (commune absorbée),01-08-1972,52406,
52467,Savigny,Rétablissement,01-01-1986,52406,
52468,Semilly,Fusion (commune absorbée),01-08-1972,52444,
52468,Semilly,Rétablissement,01-01-1997,52444,
52469,Semoutiers-Montsaon,Fusion (commune absorbante),27-06-1972,52339,
52473,Signéville,Fusion (commune absorbée),18-05-1972,52420,
52473,Signéville,Rétablissement,01-01-1983,52420,
52477,Sommermont,Fusion (commune absorbée),08-06-1972,52118,
52478,Sommeville,Fusion (commune absorbée),01-02-1973,52123,
52479,Sommevoire,Fusion (commune absorbante),01-09-1972,52441,
52481,Soulaincourt,Fusion (commune absorbée),01-08-1973,52491,
52485,Suzémont,Fusion (commune absorbée),01-01-1969,52413,
52491,Thonnance-les-Moulins,Fusion (commune absorbante),01-08-1973,52071,
52491,Thonnance-les-Moulins,Fusion (commune absorbante),01-08-1973,52080,
52491,Thonnance-les-Moulins,Fusion (commune absorbante),01-08-1973,52481,
52493,Tornay,Fusion (commune absorbée),01-08-1972,52406,
52493,Tornay,Rétablissement,01-01-1986,52406,
52495,Trémilly,Fusion (commune absorbée),01-12-1972,52359,
52495,Trémilly,Rétablissement,01-01-2005,52359,
52496,Troischamps,Fusion (commune absorbée),17-05-1972,52242,
52497,Troisfontaines-la-Ville,Fusion (commune absorbante),01-08-1972,52032,
52497,Troisfontaines-la-Ville,Fusion (commune absorbante),01-08-1972,52202,
52497,Troisfontaines-la-Ville,Fusion (commune absorbante),01-08-1972,52532,
52498,Tronchoy,Fusion (commune absorbée),01-08-1972,52432,
52501,Valdelancourt,Fusion (commune absorbée),01-06-1972,52031,
52503,Valleroy,Fusion (commune absorbée),01-08-1972,52406,
52503,Valleroy,Rétablissement,01-01-1986,52406,
52504,Terre-Natale,Fusion (commune absorbante),01-08-1972,52103,
52504,Terre-Natale,Fusion (commune absorbante),01-08-1972,52124,
52504,Terre-Natale,Commune se séparant,01-01-1986,52103,
52508,Vaux-la-Douce,Fusion (commune absorbée),01-08-1972,52544,
52513,Velles,Fusion (commune absorbée),01-10-1972,52257,
52513,Velles,Rétablissement,01-01-1985,52257,
52521,Vieux-Moulins,Fusion (commune absorbée),01-02-1973,52383,
52523,Vignes-la-Côte,Fusion (commune absorbée),18-05-1972,52420,
52523,Vignes-la-Côte,Rétablissement,01-01-1983,52420,
52526,Villars-Santenoge,Fusion (commune absorbante),06-06-1972,52458,
52527,Villars-Saint-Marcellin,Fusion (commune absorbée),28-12-1972,52060,
52529,Villegusien-le-Lac,Fusion (commune absorbante),01-08-1972,52387,
52529,Villegusien-le-Lac,Fusion (commune absorbante),01-08-1972,52402,
52529,Villegusien-le-Lac,Fusion (commune absorbante),01-08-1972,52454,
52530,Villemervry,Fusion (commune absorbée),01-05-1972,52094,
52531,Villemoron,Fusion (commune absorbée),01-04-1973,52094,
52532,Villiers-aux-Bois,Fusion (commune absorbée),01-08-1972,52497,
52533,Villiers-aux-Chênes,Fusion (commune absorbée),20-06-1972,52178,
52537,Villiers-sur-Marne,Fusion (commune absorbée),01-09-1972,52230,
52539,Violot,Fusion (commune absorbée),18-05-1972,52374,
52539,Violot,Rétablissement,01-01-1992,52374,
52544,Voisey,Fusion (commune absorbante),01-08-1972,52508,
52546,Voncourt,Fusion (commune absorbée),01-08-1972,52406,
52546,Voncourt,Rétablissement,01-01-1986,52406,
53003,Ambrières-les-Vallées,Fusion (commune absorbante),01-01-1972,53070,
53003,Ambrières-les-Vallées,Fusion (commune absorbante),01-01-1972,53111,
53003,Ambrières-les-Vallées,Commune se séparant,01-01-1987,53111,
53020,Baroche-Gondouin,Fusion (commune absorbée),01-01-1973,53127,
53024,Bazouges,Fusion (commune absorbée),01-01-1990,53062,
